CourseId,Id,ContentType,Content
40355,1,Slide,/University/COMP6741/Lectures/Slide01.pdf
40355,2,Slide,/University/COMP6741/Lectures/Slide02.pdf
40355,3,Slide,/University/COMP6741/Lectures/Slide03.pdf
40355,4,Slide,/University/COMP6741/Lectures/Slide04.pdf
40355,5,Slide,/University/COMP6741/Lectures/Slide05.pdf
40355,6,Slide,/University/COMP6741/Lectures/Slide06.pdf
40355,7,Slide,/University/COMP6741/Lectures/Slide07.pdf
40355,1,Worksheet,/University/COMP6741/Worksheets/Worksheet01.pdf
40355,2,Worksheet,/University/COMP6741/Worksheets/Worksheet02.pdf
40355,3,Worksheet,/University/COMP6741/Worksheets/Worksheet03.pdf
40355,4,Worksheet,/University/COMP6741/Worksheets/Worksheet04.pdf
40355,5,Worksheet,/University/COMP6741/Worksheets/Worksheet05.pdf
40355,6,Worksheet,/University/COMP6741/Worksheets/Worksheet06.pdf
40355,1,READING,https://plato.stanford.edu/entries/artificial-intelligence/
40355,1,READING,https://en.wikipedia.org/wiki/ELIZA
40355,1,READING,https://en.wikipedia.org/wiki/Watson_(computer)
40355,1,OTHER,https://venturebeat.com/2017/06/26/bot-analytics-platform-releases-new-chatbot-landscape/
40355,1,OTHER,https://chatbotslife.com/ultimate-guide-to-leveraging-nlp-machine-learning-for-you-chatbot-531ff2dd870c
40355,1,OTHER,http://www.aaai.org/Magazine/Watson/watson.php
40355,2,READING,https://concordiauniversity.on.worldcat.org/oclc/897466408
40355,2,OTHER,http://www.w3.org/TR/rdf11-primer/
40355,2,OTHER,https://encore.concordia.ca/iii/encore/record/C__Rb2591108?lang=eng
40355,2,OTHER,http://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/
40355,2,OTHER,https://www.youtube.com/watch?v=2ZzGMzitNgo
40355,3,READING,https://concordiauniversity.on.worldcat.org/oclc/897466408
40355,3,OTHER,https://mercury.concordia.ca/record=b2680281
40355,3,OTHER,http://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/
40355,3,OTHER,http://www.w3.org/TR/rdf11-primer/
40355,4,READING,https://concordiauniversity.on.worldcat.org/oclc/897466408
40355,4,OTHER,https://www.w3.org/TR/sparql11-overview/
40355,4,OTHER,https://concordiauniversity.on.worldcat.org/oclc/769756125
40355,4,OTHER,https://concordiauniversity.on.worldcat.org/oclc/853679890
40355,4,OTHER,http://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/
40355,4,OTHER,https://mercury.concordia.ca/record=b2680281
40355,5,READING,https://concordiauniversity.on.worldcat.org/oclc/897466408
40355,5,OTHER,https://concordiauniversity.on.worldcat.org/oclc/769756125
40355,5,OTHER,https://concordiauniversity.on.worldcat.org/oclc/853679890
40355,5,OTHER,https://concordiauniversity.on.worldcat.org/oclc/704257552
40355,5,OTHER,http://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/
40355,5,OTHER,https://link.springer.com/chapter/10.1007/978-3-030-59833-4_1
40355,5,OTHER,https://concordiauniversity.on.worldcat.org/oclc/871683907
40355,6,READING,https://concordiauniversity.on.worldcat.org/oclc/314121652
40355,6,READING,http://informationretrieval.org/
40355,6,OTHER,https://concordiauniversity.on.worldcat.org/oclc/954339855
40355,7,READING,https://concordiauniversity.on.worldcat.org/oclc/960211579
40355,7,OTHER,https://concordiauniversity.on.worldcat.org/oclc/801812987
40353,1,Slide,/University/COMP6721/Lectures/slide1.pdf
40353,2,Slide,/University/COMP6721/Lectures/slide2.pdf
40353,3,Slide,/University/COMP6721/Lectures/slide3.pdf
40353,4,Slide,/University/COMP6721/Lectures/slide4.pdf
40353,5,Slide,/University/COMP6721/Lectures/slide5.pdf
40353,6,Slide,/University/COMP6721/Lectures/slide6.pdf
40353,7,Slide,/University/COMP6721/Lectures/slide7.pdf
40353,8,Slide,/University/COMP6721/Lectures/slide8.pdf
40353,9,Slide,/University/COMP6721/Lectures/slide9.pdf
40353,1,Worksheet,/University/COMP6721/Worksheets/Worksheet01.pdf
40353,2,Worksheet,/University/COMP6721/Worksheets/Worksheet02.pdf
40353,3,Worksheet,/University/COMP6721/Worksheets/Worksheet03.pdf
40353,4,Worksheet,/University/COMP6721/Worksheets/Worksheet04.pdf
40353,5,Worksheet,/University/COMP6721/Worksheets/Worksheet05.pdf
40353,6,Worksheet,/University/COMP6721/Worksheets/Worksheet06.pdf
40353,7,Worksheet,/University/COMP6721/Worksheets/Worksheet07.pdf
40353,8,Worksheet,/University/COMP6721/Worksheets/Worksheet08.pdf
40353,9,Worksheet,/University/COMP6721/Worksheets/Worksheet09.pdf
40353,1,READING,https://en.wikipedia.org/wiki/History_of_artificial_intelligence
40353,1,READING,https://plato.stanford.edu/entries/artificial-intelligence/
40353,1,OTHER,http://www.csee.umbc.edu/courses/331/papers/eliza.html
40353,1,OTHER,https://www.youtube.com/watch?embed=no&v=bo4RvYJYOzI
40353,1,OTHER,https://www.youtube.com/watch?embed=no&v=P18EdAKuC1U
40353,1,OTHER,https://www.youtube.com/watch?embed=no&v=a65uwr_O7mM
40353,1,OTHER,https://www.youtube.com/watch?embed=no&v=ppkg4mQIgXw
40353,2,READING,https://reserves.concordia.ca/ares/ares.dll?Action=10&Type=10&Value=123851
40353,2,READING,https://learning.oreilly.com/library/view/the-quick-python/9781617294037/?ar
40353,2,READING,https://stackoverflow.com/questions/20516027/consistent-and-admissible-heuristics/
40353,2,OTHER,https://www.youtube.com/watch?embed=no&v=n1Cm1XiGd48&list=PLkexKfakohIhcTFehBN7FqlbOmKeLu2l3&index=3
40353,2,OTHER,https://www.youtube.com/watch?embed=no&v=kAsVvS02T_U
40353,3,READING,https://reserves.concordia.ca/ares/ares.dll?Action=10&Type=10&Value=123851
40353,3,READING,https://en.wikipedia.org/wiki/Minimax
40353,3,READING,https://en.wikipedia.org/wiki/Alpha%E2%80%93beta_pruning
40353,3,READING,https://en.wikipedia.org/wiki/Expectiminimax
40353,3,READING,https://stackabuse.com/minimax-and-alpha-beta-pruning-in-python/
40353,3,OTHER,https://www.youtube.com/watch?embed=no&v=l-hh51ncgDI
40353,4,READING,http://reserves.concordia.ca/ares/ares.dll/plink?14EF6050
40353,4,READING,https://nlp.stanford.edu/IR-book/information-retrieval-book.html
40353,4,READING,https://nlp.stanford.edu/IR-book/information-retrieval-book.html
40353,4,OTHER,https://www.youtube.com/watch?embed=no&v=O2L2Uv9pdDA
40353,5,READING,http://reserves.concordia.ca/ares/ares.dll/plink?14EF6050
40353,5,READING,https://en.wikipedia.org/wiki/Precision_and_recall
40353,5,READING,https://en.wikipedia.org/wiki/K-means_clustering
40353,5,READING,https://www.analyticsvidhya.com/blog/2020/11/entropy-a-key-concept-for-all-data-science-beginners/
40353,5,OTHER,https://www.youtube.com/watch?embed=no&v=IPkRVpXtbdY
40353,5,OTHER,https://www.youtube.com/watch?embed=no&v=9r7FIXEAGvs
40353,5,OTHER,https://www.youtube.com/watch?embed=no&v=4b5d3muPQmA
40353,6,READING,http://reserves.concordia.ca/ares/ares.dll/plink?14EF6050
40353,6,READING,https://en.wikipedia.org/wiki/Perceptron
40353,6,READING,https://en.wikipedia.org/wiki/Backpropagation
40353,6,READING,https://medium.com/@thomascountz/19-line-line-by-line-python-perceptron-b6f113b161f3
40353,6,OTHER,https://www.youtube.com/watch?embed=no&v=gakJlr3GecE
40353,6,OTHER,https://en.wikipedia.org/wiki/NETtalk_(artificial_neural_network)
40353,7,READING,https://www.jeremyjordan.me/autoencoders/
40353,7,READING,https://www.analyticsvidhya.com/blog/2017/06/architecture-of-convolutional-neural-networks-simplified-demystified/
40353,7,READING,https://concordiauniversity.on.worldcat.org/oclc/1179006054
40353,7,OTHER,https://transcranial.github.io/keras-js/#/mnist-cnn
40353,8,READING,http://www.w3.org/TR/rdf11-primer/
40353,8,OTHER,http://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/
40353,8,OTHER,https://concordiauniversity.on.worldcat.org/oclc/897466408
40353,9,READING,http://www.w3.org/TR/rdf11-primer/
40353,9,OTHER,https://concordiauniversity.on.worldcat.org/oclc/704257552
40353,9,OTHER,http://www.w3.org/People/Ivan/CorePresentations/RDFTutorial/
40353,9,OTHER,https://concordiauniversity.on.worldcat.org/oclc/871683907
40353,9,OTHER,https://www.youtube.com/watch?embed=no&v=D-bTGefJj0A
40353,9,OTHER,https://concordiauniversity.on.worldcat.org/oclc/897466408
5605,1,Slide,/University/COMP6651/Lectures/Slide1.pdf
5605,2,Slide,/University/COMP6651/Lectures/Slide2.pdf
5605,3,Slide,/University/COMP6651/Lectures/Slide3.pdf
5605,4,Slide,/University/COMP6651/Lectures/Slide4.pdf
5605,5,Slide,/University/COMP6651/Lectures/Slide5.pdf
5605,6,Slide,/University/COMP6651/Lectures/Slide6.pdf
5605,7,Slide,/University/COMP6651/Lectures/Slide7.pdf
5605,8,Slide,/University/COMP6651/Lectures/Slide8.pdf
5605,1,OTHER,https://www.youtube.com/watch?v=MSyGwYA9AUs&list=PLXDX4vxbgW0CUcJ8btkW4xu7gXm8eFRM8&index=3
5605,1,READING,https://faculty.atu.edu/mfinan/main2.pdf
5605,2,OTHER,
5605,3,OTHER,
5605,4,OTHER,
5605,5,OTHER,
5605,6,OTHER,
5605,7,OTHER,
5605,8,OTHER,
